region,year,ppt
MEY,1241,425.7282817
MEY,1242,366.7914275
MEY,1243,326.127057
MEY,1244,376.4963643
MEY,1245,225.8400306
MEY,1246,298.7194795
MEY,1247,279.815155
MEY,1248,353.2747799
MEY,1249,409.594336
MEY,1250,347.9575201
MEY,1251,202.8044393
MEY,1252,360.5683123
MEY,1253,373.5028703
MEY,1254,245.166858
MEY,1255,347.1634137
MEY,1256,424.8966705
MEY,1257,455.7860697
MEY,1258,244.1201684
MEY,1259,511.4316877
MEY,1260,494.4297742
MEY,1261,443.8078837
MEY,1262,416.6685802
MEY,1263,433.5300421
MEY,1264,306.6299273
MEY,1265,467.1350938
MEY,1266,363.0826636
MEY,1267,478.880597
MEY,1268,518.1718331
MEY,1269,561.3130501
MEY,1270,368.445465
MEY,1271,472.2116341
MEY,1272,484.2655951
MEY,1273,310.1687715
MEY,1274,265.528894
MEY,1275,556.6410256
MEY,1276,274.2701875
MEY,1277,380.0907003
MEY,1278,284.206659
MEY,1279,261.942212
MEY,1280,279.4366628
MEY,1281,346.5614237
MEY,1282,345.3409874
MEY,1283,212.4328358
MEY,1284,357.4247991
MEY,1285,215.7975507
MEY,1286,242.0252583
MEY,1287,309.1312667
MEY,1288,276.0340605
MEY,1289,341.7470341
MEY,1290,490.4577114
MEY,1291,360.4994259
MEY,1292,342.445465
MEY,1293,349.5843858
MEY,1294,300.4366628
MEY,1295,215.9613471
MEY,1296,393.6704937
MEY,1297,363.3340987
MEY,1298,562.2732491
MEY,1299,292.0443934
MEY,1300,419.4286261
